"","state","poll_id","Harris","Trump","pollster","daystoelection","election_date","question_id","samplesize","sampletype","state_abbrev","dem_percent2024","rep_percent2024","ev_total","called2020","dem_percent2020","rep_percent2020","called2016","called2024"
"40","Arizona",87026,NA,0.428,"Florida Atlantic University/Mainstreet Research",170,"11/5/24",199914,501,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"41","Arizona",80600,NA,NA,"Echelon Insights",797,"11/5/24",161201,773,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"42","Arizona",82847,NA,0.44,"Public Opinion Strategies",540,"11/5/24",173317,500,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"43","Arizona",84666,NA,NA,"Noble Predictive Insights",377,"11/5/24",185695,1010,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"44","Arizona",85765,NA,0.43,"Morning Consult",294,"11/5/24",191320,800,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"45","Arizona",81967,NA,0.383,"Blueprint Polling",670,"11/5/24",167076,618,"v","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"46","Arizona",86903,NA,0.44,"Redfield & Wilton Strategies",187,"11/5/24",198739,529,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"47","Arizona",87326,NA,0.49,"Remington",129,"11/5/24",202366,638,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"48","Arizona",87026,NA,0.412,"Florida Atlantic University/Mainstreet Research",170,"11/5/24",199911,609,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"49","Arizona",86492,NA,0.37,"North Star Opinion Research",236,"11/5/24",194757,600,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"50","Arizona",86988,NA,0.44,"Noble Predictive Insights",182,"11/5/24",199531,1003,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"51","Arizona",87160,NA,0.5,"Fabrizio/Impact",161,"11/5/24",200867,600,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"52","Arizona",86897,NA,0.49,"Siena/NYT",191,"11/5/24",198684,626,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"53","Arizona",86897,NA,0.44,"Siena/NYT",191,"11/5/24",198695,626,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"54","Arizona",87815,0.486,0.514,"Focaldata",91,"11/5/24",206260,702,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"55","Arizona",87990,0.484,0.486,"InsiderAdvantage",68,"11/5/24",207586,800,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"56","Arizona",86732,NA,0.47,"Kaplan Strategies",199,"11/5/24",197392,874,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"57","Arizona",87512,NA,0.47,"PPP",118,"11/5/24",203632,596,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"58","Arizona",86964,NA,0.52,"YouGov",179,"11/5/24",199320,1193,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"59","Arizona",85546,NA,0.41,"Redfield & Wilton Strategies",313,"11/5/24",189903,808,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"60","Arizona",87784,0.42,0.44,"Peak Insights",97,"11/5/24",206073,800,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"61","Arizona",87706,0.444,0.416,"HighGround",98,"11/5/24",205574,500,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"62","Arizona",87343,NA,0.48,"1983 Labs",130,"11/5/24",202383,492,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"63","Arizona",87786,0.43,0.43,"Iron Light",99,"11/5/24",206076,600,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"64","Arizona",86897,NA,0.42,"Siena/NYT",191,"11/5/24",198683,626,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"65","Arizona",84650,NA,0.4,"Morning Consult",372,"11/5/24",185583,800,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"66","Arizona",87460,NA,0.45,"Emerson",234,"11/5/24",203380,1000,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"67","Arizona",87806,0.47,0.43,"Siena/NYT",89,"11/5/24",206211,677,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"68","Arizona",82847,NA,NA,"Public Opinion Strategies",540,"11/5/24",173316,500,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"69","Arizona",87566,0.43,0.46,"Redfield & Wilton Strategies",106,"11/5/24",204351,510,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"70","Arizona",84862,NA,NA,"Redfield & Wilton Strategies",344,"11/5/24",187901,1103,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"71","Arizona",86220,NA,0.47,"Rasmussen",258,"11/5/24",193755,1001,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"72","Arizona",86660,NA,0.51,"Echelon Insights",238,"11/5/24",196533,401,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"73","Arizona",87261,NA,0.41,"P2 Insights",176,"11/5/24",201649,650,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"74","Arizona",83286,NA,NA,"Public Opinion Strategies",472,"11/5/24",176091,500,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"75","Arizona",85449,NA,NA,"VCreek/AMG",340,"11/5/24",189248,694,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"76","Arizona",82213,NA,0.37,"OH Predictive Insights / MBQF",644,"11/5/24",169211,1000,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"77","Arizona",84849,NA,0.48,"J.L. Partners",344,"11/5/24",187867,550,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"78","Arizona",86988,NA,0.43,"Noble Predictive Insights",182,"11/5/24",199532,1003,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"79","Arizona",87951,0.49,0.47,"Morning Consult",74,"11/5/24",207451,776,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"80","Arizona",86249,NA,0.504,"Focaldata",293,"11/5/24",193923,NA,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"81","Arizona",81521,NA,0.462,"Emerson",737,"11/5/24",164967,1000,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"82","Arizona",86582,NA,0.43,"Fabrizio/GBAO",233,"11/5/24",195846,600,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"83","Arizona",86582,NA,0.47,"Fabrizio/GBAO",233,"11/5/24",195853,600,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"84","Arizona",84666,NA,0.46,"Noble Predictive Insights",377,"11/5/24",185694,1010,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"85","Arizona",85834,NA,0.45,"J.L. Partners",281,"11/5/24",191665,500,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"86","Arizona",84410,NA,0.42,"Redfield & Wilton Strategies",395,"11/5/24",183618,627,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"87","Arizona",87848,0.45,0.46,"Navigator",97,"11/5/24",206477,600,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"88","Arizona",84623,NA,0.455,"Emerson",372,"11/5/24",185441,778,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"89","Arizona",85338,NA,0.4,"Morning Consult",344,"11/5/24",188844,796,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"90","Arizona",86657,NA,0.44,"Fabrizio",212,"11/5/24",196526,400,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"91","Arizona",86528,NA,0.44,"Redfield & Wilton Strategies",236,"11/5/24",195231,516,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"92","Arizona",87512,NA,0.51,"PPP",118,"11/5/24",203626,596,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"93","Arizona",80570,NA,0.442,"Emerson",791,"11/5/24",161013,627,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"94","Arizona",87912,0.43,0.44,"Noble Predictive Insights",85,"11/5/24",206994,1003,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"95","Arizona",80600,NA,0.47,"Echelon Insights",797,"11/5/24",161186,773,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"96","Arizona",87512,NA,0.49,"PPP",118,"11/5/24",203630,596,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"97","Arizona",86230,NA,0.45,"Morning Consult",267,"11/5/24",193843,798,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"98","Arizona",86230,NA,0.49,"Morning Consult",267,"11/5/24",193844,798,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"99","Arizona",87935,0.475,0.512,"Emerson",72,"11/5/24",207317,720,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"100","Arizona",85435,NA,0.5,"Bullfinch",327,"11/5/24",189168,600,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"101","Arizona",83357,NA,0.418,"Emerson",461,"11/5/24",178500,1337,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"102","Arizona",87316,NA,0.48,"Morning Consult",127,"11/5/24",202091,781,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"103","Arizona",84542,NA,NA,"Siena/NYT",380,"11/5/24",184835,603,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"104","Arizona",86987,0.42,0.51,"Morning Consult",181,"11/5/24",199530,795,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"105","Arizona",87682,0.44,0.43,"Redfield & Wilton Strategies",97,"11/5/24",205267,567,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"106","Arizona",86987,NA,0.45,"Morning Consult",181,"11/5/24",199528,795,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"107","Arizona",86718,NA,0.46,"Morning Consult",211,"11/5/24",197225,801,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"108","Arizona",86718,NA,0.49,"Morning Consult",211,"11/5/24",197226,801,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"109","Arizona",86545,NA,0.43,"Morning Consult",242,"11/5/24",195290,796,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"110","Arizona",86545,NA,0.48,"Morning Consult",242,"11/5/24",195291,796,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"111","Arizona",86897,NA,0.49,"Siena/NYT",191,"11/5/24",198696,626,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"112","Arizona",87621,0.48,0.44,"Morning Consult",104,"11/5/24",204794,804,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"113","Arizona",87815,0.45,0.45,"Focaldata",91,"11/5/24",206376,NA,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"114","Arizona",87815,0.449,0.459,"Focaldata",91,"11/5/24",206377,702,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"115","Arizona",87763,0.46,0.42,"Benenson Strategy Group/GS Strategy Group",102,"11/5/24",205816,435,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"116","Arizona",87125,NA,0.46,"Beacon/Shaw",157,"11/5/24",200621,1095,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"117","Arizona",87219,NA,0.48,"North Star Opinion Research",141,"11/5/24",201293,600,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"118","Arizona",87219,NA,0.42,"North Star Opinion Research",141,"11/5/24",201294,600,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"119","Arizona",86249,NA,0.43,"Focaldata",293,"11/5/24",193917,783,"a","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"120","Arizona",87951,0.48,0.48,"Morning Consult",74,"11/5/24",207450,805,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"121","Arizona",87338,NA,0.46,"Emerson",128,"11/5/24",202378,1000,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"122","Arizona",87525,NA,0.45,"PPP",109,"11/5/24",203799,736,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"123","Arizona",86582,NA,0.39,"Fabrizio/GBAO",233,"11/5/24",195839,600,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"124","Arizona",87207,NA,0.52,"Emerson",145,"11/5/24",201264,1000,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"125","Arizona",87207,NA,0.427,"Emerson",145,"11/5/24",201271,1000,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"126","Arizona",85765,NA,0.47,"Morning Consult",294,"11/5/24",191321,800,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"127","Arizona",84623,NA,0.428,"Emerson",372,"11/5/24",185439,1000,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"128","Arizona",87256,NA,0.47,"P2 Insights",147,"11/5/24",201644,650,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"129","Arizona",87015,NA,0.45,"Benenson Strategy Group/GS Strategy Group",183,"11/5/24",199758,527,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"130","Arizona",85338,NA,0.46,"Morning Consult",344,"11/5/24",188845,796,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"131","Arizona",87601,NA,0.41,"Echelon Insights",127,"11/5/24",204628,601,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"132","Arizona",83200,NA,0.52,"Prime Group",510,"11/5/24",175565,500,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"133","Arizona",87469,NA,0.46,"J.L. Partners",118,"11/5/24",203403,513,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"134","Arizona",87512,0.44,0.52,"PPP",118,"11/5/24",203627,596,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"135","Arizona",87912,0.44,0.47,"Noble Predictive Insights",85,"11/5/24",206993,1003,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"136","Arizona",87512,NA,0.49,"PPP",118,"11/5/24",203628,596,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"137","Arizona",87815,0.42,0.46,"Focaldata",91,"11/5/24",206375,702,"a","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"138","Arizona",87176,NA,0.4,"Redfield & Wilton Strategies",150,"11/5/24",201026,430,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"139","Arizona",86577,NA,0.39,"RABA Research",222,"11/5/24",195801,503,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"140","Arizona",84542,NA,NA,"Siena/NYT",380,"11/5/24",184817,603,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"141","Arizona",87316,NA,0.45,"Morning Consult",127,"11/5/24",202090,781,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"142","Arizona",83357,NA,0.447,"Emerson",461,"11/5/24",178499,1337,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"143","Arizona",84542,NA,NA,"Siena/NYT",380,"11/5/24",184829,603,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"144","Arizona",87644,0.43,0.48,"Public Opinion Strategies",105,"11/5/24",204993,400,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"145","Arizona",86781,NA,0.455,"John Zogby Strategies",206,"11/5/24",198062,630,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"146","Arizona",87003,NA,0.51,"Prime Group",180,"11/5/24",199730,490,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"147","Arizona",87806,0.5,0.45,"Siena/NYT",89,"11/5/24",206203,677,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"148","Arizona",84542,NA,0.34,"Siena/NYT",380,"11/5/24",185002,603,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"149","Arizona",87525,NA,0.5,"PPP",109,"11/5/24",203797,736,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"150","Arizona",87453,NA,0.456,"Emerson",113,"11/5/24",203373,1000,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"151","Arizona",87512,NA,0.51,"PPP",118,"11/5/24",203629,596,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"152","Arizona",86669,NA,0.39,"The Tyson Group",209,"11/5/24",196593,600,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"153","Arizona",84862,NA,0.4,"Redfield & Wilton Strategies",344,"11/5/24",187899,1103,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"154","Arizona",82609,NA,0.44,"Public Opinion Strategies",574,"11/5/24",171961,500,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"155","Arizona",77828,NA,0.51,"Fabrizio",1090,"11/5/24",150430,600,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"156","Arizona",87763,0.48,0.46,"Benenson Strategy Group/GS Strategy Group",102,"11/5/24",205823,435,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"157","Arizona",87125,NA,0.51,"Beacon/Shaw",157,"11/5/24",200620,1095,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"158","Arizona",87417,NA,0.43,"Redfield & Wilton Strategies",120,"11/5/24",203012,419,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"159","Arizona",84450,NA,0.47,"Morning Consult",397,"11/5/24",183868,804,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"160","Arizona",86165,NA,0.473,"Emerson",263,"11/5/24",193384,1000,"rv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"161","Arizona",87951,0.48,0.48,"Morning Consult",74,"11/5/24",207452,776,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
"162","Arizona",87821,0.43,0.44,"Redfield & Wilton Strategies",85,"11/5/24",206353,592,"lv","AZ",0.466898179761964,0.522170480988956,11,"D",0.494,0.491,"R","R"
